photometry,cell,date,JQ-1,CC-90009,viability
0.03458333333333333,Karpas299,20250120,64000.0,62.5,0.03521425540941875
0.21558333333333335,Karpas299,20250120,16000.0,62.5,0.21951633432329234
0.27908333333333335,Karpas299,20250120,4000.0,62.5,0.2841747984726347
0.39358333333333334,Karpas299,20250120,1000.0,62.5,0.4007636826474332
0.5710833333333334,Karpas299,20250120,250.0,62.5,0.5815019092066187
0.6930833333333333,Karpas299,20250120,62.5,62.5,0.7057276198557488
0.7900833333333332,Karpas299,20250120,15.625,62.5,0.8044972422571064
0.7445833333333334,Karpas299,20250120,0.0,62.5,0.7581671616461604
0.00658333333333333,Karpas299,20250120,256000.0,62.5,0.006703436571913446
0.03508333333333333,Karpas299,20250120,64000.0,62.5,0.035723377174374196
0.19658333333333333,Karpas299,20250120,16000.0,62.5,0.20016970725498515
0.26958333333333334,Karpas299,20250120,4000.0,62.5,0.27450148493848114
0.35608333333333336,Karpas299,20250120,1000.0,62.5,0.3625795502757743
0.5290833333333333,Karpas299,20250120,250.0,62.5,0.5387356809503606
0.6825833333333333,Karpas299,20250120,62.5,62.5,0.6950360627916844
0.7140833333333332,Karpas299,20250120,15.625,62.5,0.7271107339838777
0.7285833333333334,Karpas299,20250120,0.0,62.5,0.741875265167586
0.00658333333333333,Karpas299,20250120,256000.0,62.5,0.006703436571913446
0.031083333333333324,Karpas299,20250120,64000.0,62.5,0.03165040305473058
0.20858333333333334,Karpas299,20250120,16000.0,62.5,0.212388629613916
0.27008333333333334,Karpas299,20250120,4000.0,62.5,0.2750106067034366
0.3755833333333333,Karpas299,20250120,1000.0,62.5,0.3824352991090369
0.5600833333333333,Karpas299,20250120,250.0,62.5,0.5703012303775986
0.6605833333333333,Karpas299,20250120,62.5,62.5,0.6726347051336444
0.7520833333333332,Karpas299,20250120,15.625,62.5,0.765803988120492
0.7945833333333334,Karpas299,20250120,0.0,62.5,0.8090793381417056
0.00658333333333333,Karpas299,20250120,256000.0,0.0,0.006703436571913446
0.03558333333333333,Karpas299,20250120,64000.0,0.0,0.03623249893932965
0.39458333333333334,Karpas299,20250120,16000.0,0.0,0.4017819261773441
0.49608333333333327,Karpas299,20250120,4000.0,0.0,0.5051336444633008
0.5745833333333334,Karpas299,20250120,1000.0,0.0,0.5850657615613069
0.7615833333333333,Karpas299,20250120,250.0,0.0,0.7754773016546457
0.9060833333333334,Karpas299,20250120,62.5,0.0,0.9226134917267713
0.9730833333333333,Karpas299,20250120,15.625,0.0,0.9908358082308019
0.9765833333333334,Karpas299,20250120,0.0,0.0,0.9943996605854901
0.00658333333333333,Karpas299,20250120,256000.0,0.0,0.006703436571913446
0.03758333333333333,Karpas299,20250120,64000.0,0.0,0.03826898599915146
