,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
118,GO_Biological_Process_2025,Porphyrin-Containing Compound Catabolic Process (GO:0006787),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,BLVRA
119,GO_Biological_Process_2025,Regulation of PERK-mediated Unfolded Protein Response (GO:1903897),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,NCK2
120,GO_Biological_Process_2025,Detection of Calcium Ion (GO:0005513),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,STIM1
121,GO_Biological_Process_2025,L-amino Acid Catabolic Process (GO:0170035),1/13,0.0358050737240217,0.1404447077856978,0,0,30.2,100.5559032787779,SHMT1
122,GO_Biological_Process_2025,Regulation of Protein Autophosphorylation (GO:0031952),1/13,0.0358050737240217,0.1404447077856978,0,0,30.2,100.5559032787779,MOB1B
123,GO_Biological_Process_2025,Nucleotide Metabolic Process (GO:0009117),1/13,0.0358050737240217,0.1404447077856978,0,0,30.2,100.5559032787779,NUDT5
124,GO_Biological_Process_2025,Cell Projection Assembly (GO:0030031),1/13,0.0358050737240217,0.1404447077856978,0,0,30.2,100.5559032787779,PARVB
125,GO_Biological_Process_2025,Mature B Cell Differentiation Involved in Immune Response (GO:0002313),1/13,0.0358050737240217,0.1404447077856978,0,0,30.2,100.5559032787779,PTK2B
126,GO_Biological_Process_2025,Regulation of Actomyosin Structure Organization (GO:0110020),1/13,0.0358050737240217,0.1404447077856978,0,0,30.2,100.5559032787779,FHOD1
127,GO_Biological_Process_2025,Negative Regulation of Bone Mineralization (GO:0030502),1/13,0.0358050737240217,0.1404447077856978,0,0,30.2,100.5559032787779,PTK2B
128,GO_Biological_Process_2025,Substrate-Dependent Cell Migration (GO:0006929),1/13,0.0358050737240217,0.1404447077856978,0,0,30.2,100.5559032787779,CD2AP
129,GO_Biological_Process_2025,Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:0097192),1/14,0.0385065676493855,0.1428310501592341,0,0,27.875524475524475,90.78853336057628,BCL2L1
130,GO_Biological_Process_2025,L-amino Acid Metabolic Process (GO:0170033),1/14,0.0385065676493855,0.1428310501592341,0,0,27.875524475524475,90.78853336057628,SHMT1
131,GO_Biological_Process_2025,Glycogen Catabolic Process (GO:0005980),1/14,0.0385065676493855,0.1428310501592341,0,0,27.875524475524475,90.78853336057628,PYGB
132,GO_Biological_Process_2025,Regulation of Mitochondrial Fusion (GO:0010635),1/14,0.0385065676493855,0.1428310501592341,0,0,27.875524475524475,90.78853336057628,VAT1
133,GO_Biological_Process_2025,Cellular Response to Estrogen Stimulus (GO:0071391),1/14,0.0385065676493855,0.1428310501592341,0,0,27.875524475524475,90.78853336057628,SERPINB9
134,GO_Biological_Process_2025,miRNA Metabolic Process (GO:0010586),1/14,0.0385065676493855,0.1428310501592341,0,0,27.875524475524475,90.78853336057628,KHSRP
135,GO_Biological_Process_2025,Positive Regulation of Exosomal Secretion (GO:1903543),1/14,0.0385065676493855,0.1428310501592341,0,0,27.875524475524475,90.78853336057628,SDC4
