,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
82,KEGG_2021_Human,Focal adhesion,1/201,0.4324515867926685,0.4862291795886461,0,0,1.794909090909091,1.5046451822667226,PARVB
83,KEGG_2021_Human,Epstein-Barr virus infection,1/202,0.4340568521076198,0.4862291795886461,0,0,1.785888738127544,1.4904665905621564,BID
84,KEGG_2021_Human,Proteoglycans in cancer,1/205,0.4388459395126228,0.4862291795886461,0,0,1.7593582887700534,1.4490195603153355,SDC4
85,KEGG_2021_Human,Pathways in cancer,2/531,0.4401653625749849,0.4862291795886461,0,0,1.3593082685710285,1.1154548880203297,BID;BCL2L1
86,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,1/219,0.4606738824002276,0.5030346991726624,0,0,1.6452043369474565,1.2751401345156703,BCL2L1
87,KEGG_2021_Human,Ras signaling pathway,1/232,0.4801948008785795,0.5183921145848301,0,0,1.5515938606847697,1.1381925023787312,BCL2L1
88,KEGG_2021_Human,Shigellosis,1/246,0.5004414579476765,0.5268618342989201,0,0,1.4618923933209649,1.012016432148077,BCL2L1
89,KEGG_2021_Human,Salmonella infection,1/249,0.5046781781179129,0.5268618342989201,0,0,1.4439882697947215,0.987448742200268,FHOD1
90,KEGG_2021_Human,Parkinson disease,1/249,0.5046781781179129,0.5268618342989201,0,0,1.4439882697947215,0.987448742200268,BCL2L1
91,KEGG_2021_Human,MAPK signaling pathway,1/294,0.5641511120564842,0.5825473439713694,0,0,1.2194228979211914,0.6980380713631615,STMN1
92,KEGG_2021_Human,MicroRNAs in cancer,1/310,0.583558810137948,0.5961084619688716,0,0,1.1553398058252426,0.6222776233636755,STMN1
93,KEGG_2021_Human,PI3K-Akt signaling pathway,1/354,0.6326590391355753,0.6393894544455283,0,0,1.009065155807365,0.4619738873855168,BCL2L1
94,KEGG_2021_Human,Alzheimer disease,1/369,0.6480611336646864,0.6480611336646864,0,0,0.967193675889328,0.4195398377574741,BID
